State,District,Water_Source,pH,Dissolved_Oxygen,BOD,COD,TDS,Conductivity,Turbidity,Nitrate,Phosphate,Temperature,Hardness,Chloride,Sulfate,WQI,Quality
Telangana,Warangal,River,7.53,4.81,1.84,26.18,596,748,0.89,26.73,1.0,30.6,77,56,106,31,Unsafe
Telangana,Nizamabad,Reservoir,7.4,5.58,3.91,40.9,161,349,4.71,19.25,0.73,33.3,195,124,120,45,Poor
Andhra Pradesh,Guntur,Lake,6.88,6.8,6.44,32.6,247,332,8.25,8.92,1.46,28.6,244,142,99,40,Poor
Delhi,New Delhi,Groundwater,7.44,6.4,1.63,19.29,670,870,3.64,9.3,0.55,27.4,328,44,121,40,Poor
Uttar Pradesh,Lucknow,Reservoir,6.73,7.21,3.66,15.97,658,599,6.54,5.27,1.38,34.2,192,126,215,35,Unsafe
Maharashtra,Nagpur,Groundwater,8.39,8.77,4.63,20.55,599,605,3.36,9.72,0.83,30.9,315,109,113,42,Poor
Gujarat,Vadodara,Groundwater,7.48,6.69,2.94,13.06,329,487,1.54,27.31,2.13,33.0,221,65,153,47,Poor
Uttar Pradesh,Kanpur,Lake,7.53,7.52,2.35,43.25,91,420,3.16,16.72,2.33,23.5,66,47,56,64,Moderate
Andhra Pradesh,Guntur,Lake,7.16,7.07,3.76,34.06,454,195,9.98,39.35,1.46,33.8,73,168,91,22,Unsafe
Karnataka,Mysuru,Reservoir,8.28,9.05,4.04,16.58,473,407,7.6,8.19,0.65,27.0,63,178,125,42,Poor
Maharashtra,Mumbai,River,7.92,5.94,7.28,30.35,343,871,8.02,26.51,2.31,19.1,226,133,190,18,Unsafe
Telangana,Warangal,Reservoir,7.42,5.44,7.85,35.32,180,805,4.85,23.92,1.84,33.5,62,45,199,33,Unsafe
Telangana,Nizamabad,Reservoir,7.87,9.38,7.45,13.23,393,833,3.41,1.0,2.38,24.9,136,120,27,56,Poor
Maharashtra,Pune,Reservoir,8.3,4.99,2.09,20.03,528,744,6.15,31.38,1.86,31.4,316,180,217,15,Unsafe
Kerala,Kochi,Reservoir,7.56,5.79,6.29,21.9,632,352,5.16,21.96,1.48,34.6,145,24,210,19,Unsafe
Tamil Nadu,Chennai,Groundwater,6.95,9.33,3.41,36.91,659,530,8.27,29.89,1.66,34.9,270,70,34,32,Unsafe
Delhi,New Delhi,Lake,8.39,5.07,2.59,27.69,294,270,7.18,39.67,0.66,32.7,156,43,171,17,Unsafe
Uttar Pradesh,Lucknow,Groundwater,8.2,8.11,5.6,20.84,348,372,10.0,6.7,2.22,24.5,187,103,219,36,Unsafe
Gujarat,Surat,Lake,6.84,8.18,1.25,31.92,264,220,8.9,39.53,1.65,23.6,117,31,132,39,Unsafe
Tamil Nadu,Coimbatore,Lake,6.91,8.34,4.19,19.8,633,657,0.77,16.59,0.71,33.6,253,138,120,48,Poor
Karnataka,Mysuru,River,6.54,5.59,1.37,18.74,573,391,7.89,13.93,0.72,18.1,118,122,25,26,Unsafe
Uttar Pradesh,Lucknow,River,8.25,9.17,7.89,29.82,520,858,9.98,6.63,1.65,33.1,229,50,70,30,Unsafe
Telangana,Warangal,Lake,8.09,6.43,7.2,18.51,585,496,8.3,23.97,1.39,30.8,224,47,138,11,Unsafe
Andhra Pradesh,Guntur,Groundwater,7.21,7.49,2.27,17.57,339,797,7.09,18.38,2.38,32.1,316,96,20,48,Poor
Andhra Pradesh,Vijayawada,River,8.33,8.25,3.74,24.9,183,227,1.98,31.02,1.33,28.2,279,95,120,50,Poor
West Bengal,Kolkata,Groundwater,6.96,6.17,3.97,34.89,511,885,4.16,4.19,0.48,25.6,198,74,120,42,Poor
West Bengal,Siliguri,River,7.01,9.45,1.67,21.26,238,611,7.43,31.58,1.26,18.2,176,62,186,54,Poor
Kerala,Kozhikode,River,8.23,6.15,1.32,14.32,225,513,7.86,35.24,2.18,34.5,242,110,120,30,Unsafe
Kerala,Thiruvananthapuram,Reservoir,6.53,8.92,2.43,41.28,351,655,2.62,13.45,0.88,26.0,175,79,51,60,Moderate
Tamil Nadu,Coimbatore,Lake,8.4,7.53,3.04,23.62,250,437,7.45,13.23,2.0,24.9,101,179,35,42,Poor
Gujarat,Ahmedabad,River,6.33,6.98,2.14,20.6,487,616,6.92,27.62,1.03,31.8,340,43,60,29,Unsafe
Telangana,Warangal,Reservoir,7.37,5.43,5.37,11.02,90,744,8.49,1.5,2.49,28.4,206,20,201,46,Poor
Gujarat,Ahmedabad,Groundwater,7.9,6.77,6.03,37.44,611,316,6.19,23.95,1.41,25.7,321,46,39,19,Unsafe
Tamil Nadu,Coimbatore,Lake,7.1,8.46,1.5,33.2,642,469,8.56,26.47,0.46,25.8,234,39,23,34,Unsafe
Tamil Nadu,Chennai,Reservoir,6.33,6.07,6.11,20.34,365,481,3.28,13.18,2.45,30.2,114,144,120,35,Unsafe
Telangana,Nizamabad,River,6.4,8.95,7.4,14.55,564,787,9.86,34.2,1.74,34.9,348,177,178,16,Unsafe
Andhra Pradesh,Guntur,Reservoir,7.46,8.53,7.51,35.27,683,522,1.03,23.55,1.23,27.9,234,52,164,36,Unsafe
Andhra Pradesh,Guntur,River,7.68,8.35,5.06,36.57,582,867,5.23,20.3,0.45,28.3,129,130,126,36,Unsafe
Tamil Nadu,Madurai,River,8.11,9.2,7.74,31.55,412,528,8.11,22.5,2.1,29.5,273,180,41,31,Unsafe
Andhra Pradesh,Vijayawada,Lake,7.21,7.04,2.48,35.79,539,880,4.42,8.37,1.9,19.4,345,37,163,48,Poor
Karnataka,Mysuru,Groundwater,6.99,9.1,1.72,33.35,133,792,3.23,9.94,1.44,19.1,317,50,162,76,Good
Maharashtra,Mumbai,Lake,6.7,5.47,4.99,29.58,405,234,3.49,35.19,0.46,25.9,237,80,138,25,Unsafe
West Bengal,Siliguri,Groundwater,6.75,9.01,1.31,17.4,622,883,1.64,39.14,1.58,32.1,82,130,219,43,Poor
Gujarat,Ahmedabad,Reservoir,6.36,7.48,5.32,14.13,400,821,4.06,32.53,1.83,20.3,198,157,89,32,Unsafe
Uttar Pradesh,Kanpur,Lake,8.15,5.74,3.76,41.73,554,412,7.19,21.56,1.32,21.4,277,99,57,18,Unsafe
Maharashtra,Mumbai,Reservoir,8.35,8.03,7.01,44.21,218,822,5.77,20.39,1.76,33.0,293,78,148,38,Unsafe
Andhra Pradesh,Vijayawada,River,6.54,4.83,7.28,38.15,419,345,8.06,22.66,1.54,19.0,185,141,220,12,Unsafe
Delhi,New Delhi,Lake,7.09,4.71,6.59,14.53,656,213,0.96,24.8,0.86,29.6,67,126,73,21,Unsafe
Uttar Pradesh,Varanasi,Reservoir,7.96,8.03,6.42,38.16,220,476,3.71,23.81,0.3,27.4,293,35,117,45,Poor
Telangana,Hyderabad,Reservoir,6.76,7.82,4.74,44.16,509,494,8.14,33.1,1.92,33.6,179,28,212,25,Unsafe
Kerala,Thiruvananthapuram,Groundwater,6.48,7.97,4.26,27.01,325,419,1.4,8.07,2.25,31.8,238,91,141,58,Poor
West Bengal,Kolkata,Lake,6.8,6.26,6.53,23.59,274,427,4.88,21.08,1.03,28.0,185,168,190,36,Unsafe
Kerala,Kochi,Reservoir,8.36,5.24,7.82,12.25,191,228,7.81,32.03,2.04,18.4,188,51,54,14,Unsafe
Tamil Nadu,Chennai,River,7.34,5.36,1.28,24.48,229,691,6.09,2.98,1.64,21.9,189,24,190,52,Poor
Uttar Pradesh,Kanpur,Lake,7.8,8.38,3.75,31.7,102,675,3.68,39.41,2.34,21.5,311,127,72,50,Poor
Tamil Nadu,Chennai,Lake,7.34,5.57,5.14,32.96,457,745,6.3,23.73,0.22,28.9,149,49,35,26,Unsafe
Delhi,New Delhi,Reservoir,8.25,8.41,7.47,30.75,433,505,9.72,3.61,1.49,31.2,124,162,102,32,Unsafe
West Bengal,Kolkata,River,8.35,6.02,6.66,19.78,697,415,2.33,15.09,0.62,25.2,189,32,67,19,Unsafe
Gujarat,Vadodara,Groundwater,7.09,8.3,6.81,33.36,617,869,4.92,37.39,0.2,25.6,237,145,79,26,Unsafe
Telangana,Nizamabad,Groundwater,6.49,8.82,1.72,43.89,124,366,6.23,1.02,1.43,22.0,182,136,133,69,Moderate
Tamil Nadu,Coimbatore,Reservoir,7.98,5.27,4.35,25.4,325,462,7.52,4.92,0.9,29.5,284,159,105,33,Unsafe
West Bengal,Kolkata,Groundwater,8.18,5.56,1.62,13.99,115,521,0.71,33.03,0.45,20.0,255,34,24,46,Poor
Telangana,Warangal,Groundwater,7.59,7.22,4.95,22.84,477,424,1.01,23.13,1.48,23.2,126,161,148,42,Poor
Andhra Pradesh,Guntur,Reservoir,6.85,9.43,4.41,37.37,389,291,2.59,32.45,0.39,29.9,85,128,138,51,Poor
Andhra Pradesh,Guntur,Groundwater,7.03,5.05,4.81,11.43,359,441,3.36,35.73,0.92,25.5,214,48,203,27,Unsafe
Telangana,Nizamabad,Groundwater,7.28,8.38,2.66,17.67,405,426,6.52,18.41,0.88,29.7,301,174,131,49,Poor
Tamil Nadu,Madurai,Lake,7.36,6.72,3.27,26.97,344,738,6.72,18.16,1.11,18.0,327,141,175,41,Poor
Kerala,Thiruvananthapuram,Groundwater,7.83,8.99,4.41,10.77,483,211,3.94,28.38,1.61,23.6,174,68,152,42,Poor
Delhi,New Delhi,Groundwater,8.11,8.42,5.45,40.79,331,233,7.0,1.72,1.75,22.0,222,179,109,48,Poor
Delhi,New Delhi,River,8.52,6.23,4.82,39.3,590,829,6.36,12.68,0.24,24.2,135,141,73,20,Unsafe
Karnataka,Mysuru,Reservoir,6.49,5.53,6.87,34.04,395,436,8.59,16.64,0.36,27.1,94,153,195,19,Unsafe
Tamil Nadu,Coimbatore,Groundwater,7.61,7.61,7.3,32.42,261,195,9.88,25.81,1.07,34.7,332,32,212,29,Unsafe
Kerala,Thiruvananthapuram,River,6.48,8.2,2.43,25.92,348,567,3.77,21.25,2.44,20.7,207,104,175,50,Poor
Tamil Nadu,Coimbatore,Reservoir,8.0,5.56,7.5,42.62,502,575,2.14,34.02,1.35,34.1,67,87,89,17,Unsafe
West Bengal,Siliguri,Reservoir,6.89,8.57,6.84,42.0,288,355,0.86,39.72,0.26,31.0,125,174,215,46,Poor
Kerala,Kozhikode,Lake,7.36,5.73,1.26,26.38,676,625,2.93,18.26,1.06,20.2,209,133,135,35,Unsafe
Gujarat,Vadodara,Lake,7.15,6.12,1.72,14.22,520,626,3.09,35.46,1.18,22.7,311,153,175,34,Unsafe
Andhra Pradesh,Visakhapatnam,Lake,8.12,6.54,7.74,20.97,477,216,7.78,24.84,1.45,22.8,214,82,42,15,Unsafe
Telangana,Warangal,Lake,6.54,7.27,6.97,38.46,327,266,6.96,16.23,1.13,27.0,225,96,186,34,Unsafe
Gujarat,Vadodara,Groundwater,7.52,5.42,1.06,11.8,535,409,6.25,3.22,0.43,23.5,134,33,182,39,Unsafe
Karnataka,Mysuru,Reservoir,8.05,5.65,6.35,23.88,169,812,3.01,27.67,1.46,28.2,306,161,82,34,Unsafe
Telangana,Warangal,River,6.8,6.54,7.4,17.47,285,622,4.14,37.99,1.54,33.9,189,148,102,28,Unsafe
Telangana,Warangal,River,7.48,5.25,3.94,35.84,132,705,0.84,25.23,0.75,25.0,61,87,53,49,Poor
Karnataka,Mangaluru,Lake,8.26,7.89,6.76,36.69,471,476,0.91,28.17,0.89,29.2,141,26,105,35,Unsafe
Delhi,New Delhi,Lake,6.92,5.88,3.57,27.43,541,343,9.85,30.39,0.23,26.0,221,63,216,15,Unsafe
Andhra Pradesh,Guntur,River,7.45,7.42,3.72,40.69,486,873,2.39,11.83,0.55,34.5,225,154,75,50,Poor
Telangana,Nizamabad,Reservoir,8.35,8.19,6.69,16.26,86,849,8.67,14.87,1.19,25.4,273,66,115,42,Poor
Uttar Pradesh,Varanasi,Groundwater,7.62,5.63,5.35,30.76,490,794,5.15,36.93,1.34,32.6,329,122,87,18,Unsafe
Gujarat,Surat,Groundwater,7.0,6.0,3.56,31.68,453,873,7.46,36.18,1.67,24.1,213,83,30,22,Unsafe
Delhi,New Delhi,River,7.57,5.2,2.05,22.89,566,605,0.61,11.63,1.98,18.5,130,165,189,41,Poor
West Bengal,Siliguri,River,8.08,6.93,2.2,27.17,464,891,9.7,19.52,1.31,27.8,110,58,59,27,Unsafe
Uttar Pradesh,Varanasi,Reservoir,7.5,8.56,7.53,30.04,409,234,9.95,36.62,0.29,28.4,209,124,180,23,Unsafe
Gujarat,Surat,Groundwater,6.9,6.99,4.48,14.19,206,821,8.63,24.54,1.96,32.1,292,131,92,38,Unsafe
Delhi,New Delhi,River,6.52,8.97,2.13,43.25,585,661,8.19,34.12,0.45,21.5,176,108,144,30,Unsafe
Kerala,Kozhikode,Groundwater,6.8,7.31,1.27,15.2,163,536,9.84,7.54,2.22,23.0,304,118,58,53,Poor
Karnataka,Bengaluru,Groundwater,8.0,7.37,1.55,15.55,271,374,0.87,15.15,1.96,18.1,143,171,198,59,Poor
Telangana,Nizamabad,Reservoir,7.63,5.66,6.17,29.77,499,510,7.9,32.44,0.18,23.1,245,140,36,13,Unsafe
Kerala,Thiruvananthapuram,Reservoir,8.48,5.51,1.84,24.45,647,217,4.77,11.33,1.13,32.4,293,118,202,25,Unsafe
Gujarat,Vadodara,Reservoir,8.12,4.96,7.68,24.49,373,329,4.99,15.99,1.05,24.7,65,150,35,21,Unsafe
Maharashtra,Nagpur,Lake,6.51,4.7,2.04,41.46,114,458,8.13,5.79,0.3,25.2,140,125,148,42,Poor
Telangana,Nizamabad,River,6.72,7.21,2.77,29.46,537,584,8.98,1.43,2.04,24.3,314,96,53,39,Unsafe
Delhi,New Delhi,Groundwater,6.32,4.84,4.22,12.18,559,587,4.94,33.81,1.87,25.8,146,35,122,12,Unsafe
Uttar Pradesh,Kanpur,Groundwater,6.65,7.96,7.54,15.97,641,184,1.1,38.9,1.48,26.7,107,47,137,25,Unsafe
Gujarat,Vadodara,Groundwater,7.5,6.76,4.72,38.82,352,289,8.87,9.48,1.39,23.2,174,137,52,37,Unsafe
Karnataka,Mysuru,Lake,8.5,6.76,2.14,38.94,597,471,3.96,33.02,0.83,20.0,323,114,212,23,Unsafe
Delhi,New Delhi,River,8.22,5.86,5.14,31.63,221,276,4.06,36.92,2.28,33.7,288,50,61,27,Unsafe
Gujarat,Surat,Groundwater,6.31,6.78,4.72,26.84,98,552,6.32,32.69,1.07,21.2,189,26,82,36,Unsafe
Uttar Pradesh,Varanasi,River,8.2,7.33,2.74,33.65,107,729,8.49,25.68,0.84,28.6,275,126,80,41,Poor
Uttar Pradesh,Kanpur,Groundwater,8.32,5.06,2.83,30.25,80,292,6.67,30.09,1.92,27.2,230,151,71,31,Unsafe
Andhra Pradesh,Vijayawada,Reservoir,7.69,7.1,6.01,36.81,240,246,4.16,12.69,2.04,19.1,118,157,64,47,Poor
Uttar Pradesh,Lucknow,River,7.73,8.38,4.28,24.42,533,833,8.6,34.87,0.11,27.7,91,114,24,25,Unsafe
Uttar Pradesh,Lucknow,River,7.03,9.18,2.34,34.09,169,196,9.96,38.33,1.12,27.3,298,173,40,46,Poor
West Bengal,Kolkata,Lake,7.83,5.05,7.28,25.85,308,416,1.82,29.09,0.32,33.6,306,52,132,27,Unsafe
Telangana,Warangal,Groundwater,8.16,4.8,7.84,26.33,100,380,5.62,12.96,0.74,35.0,90,120,216,31,Unsafe
Maharashtra,Nagpur,River,7.44,9.44,4.39,27.7,426,557,1.89,35.76,1.16,34.9,186,93,112,50,Poor
West Bengal,Kolkata,Lake,7.99,5.7,4.62,28.1,87,319,9.37,12.61,2.03,29.5,106,146,23,36,Unsafe
Uttar Pradesh,Lucknow,Groundwater,6.4,8.39,4.61,41.44,565,545,8.18,28.6,1.15,27.2,170,87,115,25,Unsafe
Andhra Pradesh,Visakhapatnam,Reservoir,7.0,9.33,4.11,38.82,659,284,7.43,18.08,1.25,31.0,306,105,137,39,Unsafe
Uttar Pradesh,Lucknow,Lake,8.45,6.45,1.44,24.2,175,609,8.94,2.74,0.53,22.1,318,141,160,45,Poor
Telangana,Nizamabad,River,7.08,6.53,2.47,38.6,529,461,3.28,28.14,1.09,29.3,77,66,45,37,Unsafe
Telangana,Nizamabad,Groundwater,8.04,5.36,2.92,28.44,287,322,9.27,12.7,0.65,33.8,150,158,114,30,Unsafe
Maharashtra,Nagpur,Lake,7.29,4.5,5.7,44.09,270,184,6.42,38.97,0.38,32.1,326,147,127,19,Unsafe
Telangana,Nizamabad,Groundwater,8.4,7.06,5.99,31.46,654,198,2.7,14.05,0.72,23.8,182,92,181,27,Unsafe
Maharashtra,Nagpur,Reservoir,7.76,9.47,3.5,23.74,201,754,1.17,5.16,0.72,29.6,163,171,50,75,Good
Kerala,Thiruvananthapuram,River,7.59,7.25,1.28,18.99,463,581,4.33,36.31,1.19,34.2,333,106,132,37,Unsafe
Karnataka,Bengaluru,Reservoir,6.71,8.52,5.39,23.68,473,248,4.73,10.81,2.0,20.5,61,82,59,46,Poor
Uttar Pradesh,Lucknow,Lake,7.0,7.96,6.39,10.52,433,747,8.65,24.51,0.61,22.2,198,52,97,31,Unsafe
Tamil Nadu,Coimbatore,Reservoir,7.13,9.09,6.8,21.71,325,412,9.52,35.68,1.99,32.7,220,58,22,33,Unsafe
Uttar Pradesh,Kanpur,River,6.53,4.59,1.5,12.76,334,307,5.83,27.98,1.44,28.2,214,121,88,28,Unsafe
Kerala,Kochi,River,8.11,5.1,4.37,17.11,153,602,1.59,34.83,0.27,23.3,167,46,211,35,Unsafe
Uttar Pradesh,Kanpur,Lake,7.97,9.05,6.56,11.33,358,628,6.36,20.99,1.96,30.8,314,63,95,40,Poor
Telangana,Hyderabad,Lake,8.4,8.75,5.16,22.64,587,773,1.23,22.32,1.52,21.5,107,51,204,39,Unsafe
Andhra Pradesh,Guntur,Groundwater,8.18,6.35,4.11,27.66,180,208,7.44,26.36,0.77,24.1,267,22,30,32,Unsafe
Karnataka,Bengaluru,Groundwater,7.14,5.23,6.91,38.6,368,464,8.04,36.93,0.44,18.9,145,38,150,15,Unsafe
Telangana,Hyderabad,Lake,8.2,4.64,2.07,28.06,522,723,7.4,29.86,0.69,28.5,243,119,120,12,Unsafe
Andhra Pradesh,Visakhapatnam,Lake,6.41,8.48,6.34,31.58,625,313,1.62,7.78,2.42,33.7,265,112,194,43,Poor
Andhra Pradesh,Visakhapatnam,Lake,7.27,6.22,5.84,28.29,305,869,2.43,18.16,0.72,22.6,344,133,133,45,Poor
Uttar Pradesh,Kanpur,Reservoir,7.23,6.57,4.07,38.75,308,752,3.61,4.97,0.59,21.6,233,136,86,54,Poor
Gujarat,Surat,Reservoir,8.16,6.09,4.83,21.64,700,824,5.58,21.03,1.88,33.7,245,87,141,15,Unsafe
Maharashtra,Pune,Lake,7.33,5.5,4.85,13.5,645,183,1.8,13.02,1.71,19.6,135,77,37,33,Unsafe
Maharashtra,Mumbai,Groundwater,8.14,7.49,6.83,18.79,448,556,3.71,31.09,1.89,31.8,339,107,74,27,Unsafe
Gujarat,Ahmedabad,Lake,8.0,5.54,2.55,44.99,221,884,1.62,31.13,0.39,29.6,83,43,89,41,Poor
Karnataka,Mysuru,Lake,7.4,5.57,3.0,35.9,221,233,4.59,36.88,0.5,28.7,247,129,110,36,Unsafe
Andhra Pradesh,Visakhapatnam,River,7.95,4.6,4.09,20.16,205,837,1.54,14.57,1.7,32.7,199,131,182,42,Poor
Delhi,New Delhi,Lake,7.51,9.19,7.29,19.87,97,722,2.28,16.94,0.3,25.5,320,28,186,64,Moderate
Karnataka,Mangaluru,Groundwater,7.65,7.22,7.41,41.14,303,395,2.77,33.15,1.76,31.7,208,108,215,35,Unsafe
Karnataka,Mysuru,Lake,6.73,4.81,6.44,16.13,171,344,9.27,33.46,0.31,26.7,306,142,191,17,Unsafe
West Bengal,Kolkata,Groundwater,8.17,5.75,6.82,10.19,687,421,8.05,12.18,2.05,29.8,304,51,52,10,Unsafe
Uttar Pradesh,Varanasi,Groundwater,7.68,7.56,2.48,10.34,531,473,7.14,19.47,2.2,23.4,111,127,205,36,Unsafe
Tamil Nadu,Chennai,Lake,8.1,6.79,6.19,20.89,573,476,4.5,21.54,0.86,26.2,318,24,46,24,Unsafe
Kerala,Kochi,Lake,7.8,8.83,2.5,39.23,427,262,2.65,25.07,1.19,30.0,205,121,117,51,Poor
Andhra Pradesh,Visakhapatnam,River,6.56,4.57,7.84,41.93,654,642,6.93,1.86,1.85,32.6,264,153,170,13,Unsafe
Kerala,Kochi,Reservoir,6.39,9.49,4.66,35.35,375,464,7.08,33.79,0.44,28.1,150,166,119,38,Unsafe
Delhi,New Delhi,Lake,7.14,4.83,6.31,15.13,375,684,9.58,38.96,0.55,18.9,185,67,82,9,Unsafe
Uttar Pradesh,Lucknow,River,7.07,5.54,7.49,20.56,365,324,7.18,21.5,0.4,29.8,255,35,193,24,Unsafe
Delhi,New Delhi,Groundwater,6.51,6.47,2.64,26.39,646,712,5.63,28.42,0.97,25.1,71,54,88,22,Unsafe
Maharashtra,Mumbai,River,6.64,9.37,5.62,17.74,627,834,3.75,20.93,0.58,23.8,84,97,20,40,Poor
Karnataka,Mysuru,River,7.68,4.91,2.5,35.5,206,240,2.28,33.2,1.59,26.9,141,77,183,38,Unsafe
Maharashtra,Nagpur,River,6.53,6.4,4.64,24.52,569,550,5.45,24.31,2.0,18.1,277,109,192,24,Unsafe
Andhra Pradesh,Vijayawada,River,6.45,9.36,3.9,15.25,617,621,8.93,37.74,2.38,29.5,338,50,21,24,Unsafe
Karnataka,Mangaluru,Groundwater,6.79,6.11,2.03,43.91,411,779,4.38,9.4,2.33,27.4,159,38,203,45,Poor
Telangana,Warangal,Groundwater,7.06,6.06,5.56,40.42,249,258,1.77,5.94,2.25,24.3,94,66,76,54,Poor
Karnataka,Mangaluru,Lake,7.22,5.62,2.91,34.46,440,775,1.22,9.14,0.93,27.0,169,27,204,50,Poor
Tamil Nadu,Coimbatore,Groundwater,7.48,5.05,3.6,20.94,360,834,6.37,8.62,0.59,19.4,70,124,77,36,Unsafe
Telangana,Nizamabad,Groundwater,8.54,9.13,6.51,26.93,564,687,1.66,3.68,1.75,20.0,126,43,103,46,Poor
Kerala,Kochi,Reservoir,8.13,4.94,2.13,34.65,304,330,5.58,7.75,2.08,31.9,305,127,32,38,Unsafe
Telangana,Hyderabad,Groundwater,6.36,8.61,4.1,20.89,645,215,5.05,12.66,0.15,19.7,277,23,86,38,Unsafe
Delhi,New Delhi,Reservoir,7.96,5.41,7.62,44.11,385,291,3.13,23.34,2.21,31.7,290,136,206,24,Unsafe
Kerala,Thiruvananthapuram,Lake,7.28,5.95,4.39,42.9,520,408,4.18,35.66,0.97,31.9,228,55,190,25,Unsafe
Uttar Pradesh,Lucknow,River,7.76,6.32,2.58,31.48,399,787,8.96,5.52,2.12,18.2,334,152,97,37,Unsafe
Telangana,Warangal,River,7.48,7.36,2.0,21.94,318,353,8.33,28.08,1.0,26.0,143,99,32,39,Unsafe
Andhra Pradesh,Guntur,Lake,7.13,5.2,2.3,13.93,173,300,5.49,28.38,1.32,29.0,215,117,156,41,Poor
Telangana,Nizamabad,River,6.66,6.04,1.72,24.44,283,635,9.42,37.53,1.17,29.0,146,31,198,26,Unsafe
Karnataka,Mysuru,Groundwater,6.6,8.99,3.5,16.62,185,294,8.46,2.18,1.51,32.9,344,43,175,60,Moderate
Maharashtra,Nagpur,Reservoir,8.45,6.21,6.63,16.53,596,642,2.46,6.74,2.03,21.3,321,84,177,28,Unsafe
Tamil Nadu,Madurai,Lake,8.25,5.69,2.66,24.5,183,275,5.91,39.12,2.34,25.0,126,164,60,28,Unsafe
Kerala,Kochi,River,7.14,5.22,5.75,20.75,101,423,3.69,29.95,0.82,29.4,315,31,56,40,Poor
Delhi,New Delhi,Reservoir,6.74,8.5,5.53,38.38,585,787,3.12,37.6,2.15,21.2,125,74,182,31,Unsafe
Telangana,Nizamabad,Lake,8.45,9.09,3.88,43.32,624,464,4.47,35.75,1.54,21.9,126,165,108,28,Unsafe
Andhra Pradesh,Guntur,Groundwater,8.59,9.21,7.92,41.81,645,514,7.85,12.66,0.2,33.0,120,110,220,23,Unsafe
Telangana,Nizamabad,Groundwater,6.5,6.96,5.32,44.6,643,764,1.89,28.97,0.51,27.1,259,132,131,27,Unsafe
Kerala,Kozhikode,River,7.19,7.49,7.31,15.44,177,718,4.46,22.64,0.24,19.3,74,82,200,47,Poor
Maharashtra,Mumbai,River,8.05,4.88,5.64,29.88,432,517,1.3,21.12,1.21,27.7,308,180,30,28,Unsafe
Karnataka,Mysuru,River,8.24,8.59,2.87,31.8,102,512,7.11,37.16,0.51,33.5,204,42,111,44,Poor
Andhra Pradesh,Visakhapatnam,Reservoir,8.28,4.58,6.37,14.7,500,738,5.38,33.31,0.48,34.3,152,95,80,6,Unsafe
Maharashtra,Pune,Lake,6.9,8.28,6.86,36.26,486,210,0.82,22.77,2.28,26.9,330,161,67,45,Poor
Tamil Nadu,Chennai,River,7.76,6.94,4.04,22.17,620,496,5.26,38.85,1.22,33.4,67,107,183,19,Unsafe
Tamil Nadu,Coimbatore,Reservoir,8.54,8.27,5.31,12.57,497,476,6.33,28.68,1.04,20.0,306,141,174,25,Unsafe
Karnataka,Mysuru,Lake,7.29,6.66,4.07,43.74,218,475,5.76,7.56,1.73,30.9,154,140,125,52,Poor
Kerala,Kochi,River,8.39,5.05,2.14,35.22,469,599,7.95,14.22,0.52,24.9,89,158,112,22,Unsafe
Karnataka,Bengaluru,Lake,7.2,5.41,1.28,21.81,594,273,5.93,16.01,0.53,33.6,247,128,35,33,Unsafe
Maharashtra,Pune,Reservoir,7.21,8.52,7.17,16.84,420,701,4.38,29.47,1.89,32.0,213,104,79,40,Poor
West Bengal,Kolkata,Groundwater,8.56,9.08,2.83,33.93,307,183,8.53,2.55,0.28,28.2,235,91,210,50,Poor
Kerala,Kochi,Groundwater,7.56,8.9,2.44,10.08,660,333,2.17,15.52,1.15,24.7,169,98,118,50,Poor
Gujarat,Ahmedabad,Lake,8.16,7.23,1.72,12.35,373,245,8.87,28.44,2.15,18.8,236,157,47,30,Unsafe
Maharashtra,Mumbai,Reservoir,7.95,5.69,5.73,13.65,291,874,4.07,6.48,1.13,24.4,134,22,91,40,Poor
Kerala,Kozhikode,River,7.23,6.19,1.96,37.48,557,734,2.12,26.94,0.32,30.8,172,65,85,39,Unsafe
Uttar Pradesh,Lucknow,River,7.33,8.96,1.67,12.03,289,386,6.43,28.5,0.26,31.1,115,35,193,54,Poor
Telangana,Hyderabad,Groundwater,6.96,7.37,1.73,20.23,549,614,5.24,5.28,2.31,19.2,112,164,54,48,Poor
Telangana,Hyderabad,River,6.92,4.78,3.39,39.12,510,607,4.19,14.68,1.84,20.0,231,93,62,31,Unsafe
Gujarat,Ahmedabad,River,6.55,4.57,5.85,38.44,388,303,6.56,34.52,1.39,31.9,245,90,105,12,Unsafe
West Bengal,Kolkata,Reservoir,6.48,5.45,7.29,27.54,238,358,7.03,5.36,0.22,32.1,234,52,117,33,Unsafe
Telangana,Nizamabad,Lake,8.48,6.17,5.29,11.87,562,727,7.61,36.48,0.7,24.6,93,84,182,6,Unsafe
West Bengal,Kolkata,Lake,6.76,9.35,2.79,42.01,518,381,2.71,19.6,0.59,22.7,102,83,208,54,Poor
Karnataka,Mysuru,Reservoir,7.11,8.21,1.8,36.32,482,313,3.71,31.14,0.29,29.9,299,81,134,46,Poor
Karnataka,Mangaluru,Lake,6.36,8.92,5.87,21.87,90,321,6.17,36.9,1.62,26.5,207,132,185,44,Poor
West Bengal,Siliguri,Groundwater,7.55,5.17,4.1,42.14,458,600,5.67,36.55,2.28,18.1,179,44,130,19,Unsafe
